lugar,tipo_daño,entrecalles,colonia,calle,numero_exterior,atrapados,lesionados,desaparecidos,fallecidos,rescatados,link_google_maps,dirección_completa,lat,lon,entidad,tipo_reporte,necesidades,delegacion,descripcion,Fecha de creación,Última actualización
NA,NA,Tehuantepec y bajio,,Medellin,340,,,,,,"http://maps.google.com/maps?q=loc:19.4044416,-99.1626881","Medellin 340 , Cuauhtemoc ,ciudad de mexico",19.4044416000,-99.1626881000,Ciudad de mexico,,,Cuauhtemoc,Grietas en el edificio y departamentos,,
Departamentos,Grietas,Tejocotes y Fresas,,Diagonal San Antonio,1118,,,,,,"http://maps.google.com/maps?q=loc:19.3939695,-99.159357","Diagonal San Antonio 1118, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3939695000,-99.1593570000,NA,,,Benito Juárez,"Asentamientos, daño en estructura, el edificio está inclinado.",,
Oficinas,Grietas,Tejocotes y Fresas,,Dr balmis,76,,,,,,"http://maps.google.com/maps?q=loc:19.4144132,-99.1474364","Dr. Balmis 76, Doctores, 06720 Ciudad de México, CDMX, Mexico",19.4144132000,-99.1474364000,NA,,,Cuauhtémoc,Grietas,,
Casa,Grietas,Teotihuacan y Tenochtitlan,,Rafael oropeza,58,,,,,,"http://maps.google.com/maps?q=loc:19.307627,-98.9705659","Rafael Oropeza 58, San Miguel, 13070 Santa Catarina Yecahuitzotl, CDMX, Mexico",19.307627,-98.9705659,Ciudad de mexico,,,Tlahuac,Grieta en columna de casa,,
Departamentos,Grietas,Tepepan y Coscomate,,Bosque de minas,120,,,,,,"http://maps.google.com/maps?q=loc:19.4268381,-99.2563182","Av. Bosque de Minas 120, Heroes de la Revolucion, 53840 Naucalpan de Juárez, Méx., Mexico",19.4268381000,-99.2563182000,Huixquilucan,,,Huixquilucan estado de mexico,Muchas grietas en lap departamentos,,
NA,NA,Tepetlapa y las bombas,,Calle h,Edificio 11,,,,,,"http://maps.google.com/maps?q=loc:19.3357104,-99.1292171","Calle H 11, Educación, 04400 Ciudad de México, CDMX, Mexico",19.3357104000,-99.1292171000,Cdmx,,,Coyoacan,Se cayó una parte de barda exterior del departamento 31,,
NA,NA,Terán y Guerrero,,Tomas Alva Edison,11,,,,,,"http://maps.google.com/maps?q=loc:19.4364807,-99.1501087","Calle Tomas Alva Edison 11, Tabacalera, 06030 Ciudad de México, CDMX, Mexico",19.4364807000,-99.1501087000,Ciudad de México,,,Cuauhtémoc,Grietas en el edificio y dentro de los departamentos.,,
Departamentos,Grietas,Tetrazzini y Circuito interior,,U.H. Niños Heroes Edif. D Lt. 2 Manz. B,301,,,,,,"http://maps.google.com/maps?q=loc:19.6793571,-99.2109348","Niños Heroes 2, San Juan Atlamica, 54729 Cuautitlán Izcalli, Méx., Mexico",19.6793571,-99.2109348,Cuautitlan izcalli estado de mexico,,,Cuautitlan izcalli,Cuarteaduras en paredes del edificio,,
Departamentos,Grietas,Texcoco y Unión,,Camino al Desierto de los leones,5445,,,,,,"http://maps.google.com/maps?q=loc:19.3396178,-99.238616","Camino al Desierto de los leones 5445 , Álvaro Obregón ,ciudad de mexico",19.3396178000,-99.2386160000,Alcantarilla DF,,,Álvaro Obregón,"Grietas, muro caído, posibles daños a instalación y tanque de Gas",,
Departamentos,Grietas,Tezozomoc y Centeotl,,Paseo de los Nogales,29,,,,,,"http://maps.google.com/maps?q=loc:19.3472969,-99.1254387","Paseo de los Nogales 29, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico",19.3472969,-99.1254387,NA,,,Coyoacan,Daño severo en fachada y columnas,,
NA,NA,Tintoretto y Jordaens,,Tiepolo,27,,,,,,"http://maps.google.com/maps?q=loc:19.3818064,-99.1825763","Tiepolo 27 , Benito Juárez ,ciudad de mexico",19.3818064000,-99.1825763000,Ciudad de México,,,Benito Juárez,Dentro de algunos departamentos hay grietas en ciertos muros. El edificio se ve bien pero urge evaluación.,,
Departamentos,Grietas,Tlaloan y Tlapacoya,,Plaza de las Tres Culturas,98,,,,,,"http://maps.google.com/maps?q=loc:19.4700576,-99.039306","Av. Plaza de las 3 Culturas 98, U.H. Emiliano Zapata, 57138 Nezahualcóyotl, Méx., Mexico",19.4700576000,-99.0393060000,"Nezahualcóyotl, Estado de México",,,Nezahualcóyotl,"Grietas en las paredes y el techo, cruzan los cuartos, registradas en el sismo del 7 de septiembre y mayormente pronunciadas con el reciente sismo",,
NA,NA,Tlalpan y calle virginia,,Puerto Rico,20,,,,,,"http://maps.google.com/maps?q=loc:19.3444015,-99.1463823","Puerto Rico 20, Parque San Andrés, 04040 Ciudad de México, CDMX, Mexico",19.3444015000,-99.1463823000,Ciudad de México,,,Coyoacan,Grietas,,
NA,NA,Tlalpan y chavero,,San Antonio Abad 122,122,,,,,,"http://maps.google.com/maps?q=loc:19.4168051,-99.1341976","Calz. San Antonio Abad 122, Tránsito, 06820 Ciudad de México, CDMX, Mexico",19.4168051000,-99.1341976000,Cuidad,,,Cuauhtémoc,NA,,
NA,NA,Tlalpan y municipio libre,,Ajusco,1,,,,,,"http://maps.google.com/maps?q=loc:19.3678352,-99.1422276","Ajusco 1, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3678352000,-99.1422276000,Cdmx,,,Benito Juárez,Grietas muy grandes en primer y segundo nivel el edificio tiene sótano no parece estable ayuda,,
NA,NA,Tlalpan y municipio libre,,Ajusco,1,,,,,,"http://maps.google.com/maps?q=loc:19.3678352,-99.1422276","Ajusco 1, Portales Nte, 03300 Ciudad de México, CDMX, Mexico",19.3678352000,-99.1422276000,CDMX,,,Benito Juárez,Tiene grietas  se callo parte de pared en la entrada del edificio,,
Departamentos,Grietas,Tlaxcala y Aguascalientes,,Andador Víctor Bravo,16,,,,,,"http://maps.google.com/maps?q=loc:19.3801517,-99.1156033","Andador Víctor Bravo 16 , Iztapalapa ,ciudad de mexico",19.3801517000,-99.1156033000,Ciudad de México,,,Iztapalapa,"Grietas dentro y fuera de la casa, levantamiento de piso en las calles, separaciones de casas",,
Hospital,El hospital esta ladeado,Tlaxcala y medellin,,Manzanillo,95,,,,,,"http://maps.google.com/maps?q=loc:19.4074146,-99.1653233","Manzanillo 95, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4074146000,-99.1653233000,Distrito federal,,,Cuauthemoc,Grietas es diferentes servicios y habitaciones  vidrios rotos el edificio de ladeo,,
Departamentos,Grietas,Tlaxcala y Tepic,,Av 481 plaza 30,119,,,,,,,"Av 481 plaza 30 119 , Gustavo A. Madero ,ciudad de mexico",,,Ciudad de México,,,Gustavo A. Madero,"Levantamiento de piso, grietas y ruptura de vitroblocks",,
NA,NA,Tlaxcala y Tepic,,Tuxpan,10,,,,,,"http://maps.google.com/maps?q=loc:19.4065943,-99.1676685","Tuxpan 10, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4065943000,-99.1676685000,Ciudad de México,,,Cuauhtémoc,Grietas en todos los muros  caída de material no sabemos si el daño sea estructural,,
Casa,Grietas,Tochtli y Mizquic,,Av Patriotismo,635,,,,,,"http://maps.google.com/maps?q=loc:19.3816723,-99.184138","Avenida Patriotismo 635, Cd de los Deportes, 03710 Ciudad de México, CDMX, Mexico",19.3816723000,-99.1841380000,NA,,,Benito Juárez,Techos y paredes cuarteados,,
Departamentos,Grietas,Tochtli y San isidro,,Paseo de los Framboyanes,110,,,,,,"http://maps.google.com/maps?q=loc:19.3445638,-99.1241568","Paseo de Los Framboyanes 110, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico",19.3445638,-99.1241568,Ciudad de México,,,Coyoacán,El edificio vecino se recargó en el inmueble reportado.,,
NA,El edificio parece estar ladeado,Tokio y Hamburgo,,Sevilla,16,,,,,,"http://maps.google.com/maps?q=loc:19.423935,-99.1706996","Sevilla 16, Juárez, 06600 Ciudad de México, CDMX, Mexico",19.4239350000,-99.1706996000,Ciudad de Mexico,,,Cuahutemoc,Hay una grieta en uno de Los departamentos en la fachada  al parecer el edificio está ladeado.,,
Oficinas,Otro,Toledo y Burdeos,,Colorines,1,,,,,,"http://maps.google.com/maps?q=loc:19.3391256,-99.097183","Colorines 1 , Iztapalapa ,ciudad de mexico",19.3391256000,-99.0971830000,Ciudad de México,,,Iztapalapa,Se notan ligeras grietas en la cocina de mi casa no fue tan grave.,,
NA,NA,Toledo y sevilla,,Cerrada de londres,14,,,,,,"http://maps.google.com/maps?q=loc:19.4281856,-99.1578307","Londres 14, Juárez, 06600 Ciudad de México, CDMX, Mexico",19.4281856000,-99.1578307000,Cdmx,,,Cuauhtémoc,Las dos medianeras del edificio se saltaron. Dicen vecinos que ven que el edificio esta recargandose sobre otro,,
Departamentos,Otro,Toledo y Xola,,Medellin,153,,,,,,"http://maps.google.com/maps?q=loc:19.4135577,-99.1651891","Medellín 153, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4135577000,-99.1651891000,Cdmx,,,Colonia roma,NA,,
Departamentos,Derrumbe parcial,Toluca y Acayucan,,Anaxágoras,579,,,,,,"http://maps.google.com/maps?q=loc:19.3913161,-99.1572627","Anaxágoras 579 , Benito Juárez ,ciudad de mexico",19.3913161000,-99.1572627000,Narvarte Poniente,,,Benito Juárez,Grietas en paredes y escalera,,
Oficinas,Grietas,Toluca y Av. Cuauhtémoc,,"Av central y canal neza, av bordo y canal neza (son los puentes vehiculares)",NA,,,,,,,"Av central y canal neza, av bordo y canal neza (son los puentes vehiculares)   , Chimalhuacan, edo. Mex. ,ciudad de mexico",,,NA,,,"Chimalhuacan, edo. Mex.",Se agrietaron los puentes,,
Casa,Grietas,Toluca y Ures,,Amores,1860,,,,,,"http://maps.google.com/maps?q=loc:19.3627189,-99.1717485","Amores 1860 , Benito Juarez ,ciudad de mexico",19.3627189000,-99.1717485000,NA,,,Benito Juarez,Grietas,,
Casa,Grietas,Toluca y Ures,,amsterdam,210,,,,,,"http://maps.google.com/maps?q=loc:19.4095794,-99.1696113","amsterdam 210 , cuauhtemoc ,ciudad de mexico",19.4095794000,-99.1696113000,Mexico City,,,cuauhtemoc,daños severos en muros y columnas,,
Departamentos,Grietas,Tomás alva edison y Ribera de san cosme,,Privada de la Conciencia,4904,,,,,,,"Privada de la Conciencia 4904 , Fraccionamiento Vivir,San Diego Chalma ,ciudad de mexico",,,Tehuacán,,,"Fraccionamiento Vivir,San Diego Chalma","Todas las casas del fraccionamiento presentan muchas grietas,algunas bastante profundas y prolongadas.",,
Oficinas,Grietas,Tonala y Jalapa,,Catarroja,243,,,,,,"http://maps.google.com/maps?q=loc:19.3265183,-99.0742542","Catarroja 243 , Iztapalapa ,ciudad de mexico",19.3265183000,-99.0742542000,NA,,,Iztapalapa,La unidad habitacional donde habito no hay luz,,
NA,NA,Tonalá y Jalapa,,Colima,220,,,,,,"http://maps.google.com/maps?q=loc:19.4191377,-99.1621563","Colima 220, Roma Nte., 06700 Ciudad de México, CDMX, Mexico",19.4191377000,-99.1621563000,CDMX,,,Cuauhtémoc,Edificio afectado  descartar si se derrumbará o es habitable,,
NA,NA,Tonala y Monterrey,,Querétaro,170,,,,,,"http://maps.google.com/maps?q=loc:19.4142443,-99.1620535","Querétaro 170 , Cuauhtemoc ,ciudad de mexico",19.4142443000,-99.1620535000,Roma Norte,,,Cuauhtemoc,Muros cuarteados   ventanas rotas   fuga de gas,,
NA,NA,Torrente y alta tensión,,Calzada de las Aguilas,502,,,,,,"http://maps.google.com/maps?q=loc:19.359619,-99.2068934","Calz de Las Aguilas 502, Águilas, 01710 Ciudad de México, CDMX, Mexico",19.3596190000,-99.2068934000,Cdmx,,,ÁLVARO Obregón,Grietas en paredes de varios departamentos son 4 pisos en total,,
NA,NA,Torres Adalid y Concepción Beistegi,,Av. Cuauhtémoc,849,,,,,,"http://maps.google.com/maps?q=loc:19.3880875,-99.1571395","Avenida Cuauhtémoc 849, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3880875000,-99.1571395000,CDMX,,,BENITO JUÁREZ,Grietas,,
Departamentos,Grietas,Torres Adalid y Concepción Béistegui,,Jose Maria Velasco,70,,,,,,"http://maps.google.com/maps?q=loc:19.3642766,-99.1853008","José María Velasco 70, San José Insurgentes, 03900 Ciudad de México, CDMX, Mexico",19.3642766000,-99.1853008000,CDMX,,,Benito Juárez,"Grietas en piso 3. Pueden verse desde exterior, ademas de interior. Se solicita revisión, baja prioridad.",,
Departamentos,Derrumbe parcial,Torres Adalid y Luz Savignon,,Lago Cuitzeo,32,,,,,,"http://maps.google.com/maps?q=loc:19.4477958,-99.1735467","Lago Cuitzeo 32, Anáhuac I Secc., Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico",19.4477958000,-99.1735467000,Ciudad de México,,,Miguel Hidalgo,Grietas en todas las trabes de estacionamiento (planta baja) localizadas a 1/4 de izquierda a derecha y a 1/4 de derecha a izquierda y a su vez en el centro de la trabe y en dos columnas principales una grieta horizontal en cada una.,,
NA,NA,Torres Adalid y Luz Savignon,,Pestalozzi,611,,,,,,"http://maps.google.com/maps?q=loc:19.3907483,-99.158695","Pestalozzi 611 , Benito Juárez ,ciudad de mexico",19.3907483000,-99.1586950000,México,,,Benito Juárez,Muy cuarteado  hoyos en las paredes  puertas y ventanas vencidas (dobladas),,
Departamentos,Grietas,Torres Adalid y Luz Saviñón,,Lago Hielmar,103,,,,,,"http://maps.google.com/maps?q=loc:19.4432042,-99.1921971","Lago Hielmar 103, Cuauhtémoc Pensil, 11490 Ciudad de México, CDMX, Mexico",19.4432042000,-99.1921971000,NA,,,Miguel Hidalgo,Grietas en los balcones,,
Departamentos,Grietas,Trece norte y Nueve norte,,Miramar,543,,,,,,"http://maps.google.com/maps?q=loc:19.3777422,-99.1285573","Miramar 543 , Iztacalco ,ciudad de mexico",19.3777422000,-99.1285573000,colegio Frontenac,,,Iztacalco,Se cayó parte de una marquesina en la entrada principal de la escuela,,
Otro,Grietas,Triomas y Canosas,,Río Magdalena,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3377969,-99.1962276","Rio de la Magdalena, Ciudad de México, CDMX, Mexico",19.3377969,-99.1962276,CDMX,,,Álvaro Obregón,Hay muchas grietas en todo el Hospital,,
NA,NA,Trípoli y Azores,,Miguel Laurent,1407,,,,,,"http://maps.google.com/maps?q=loc:19.3732956,-99.1533447","Miguel Laurent 1407 , Benito Juárez ,ciudad de mexico",19.3732956000,-99.1533447000,Ciudad de México,,,Benito Juárez,El edificio presenta daños en casi todas las paredes (tanto externas como internas)  cuarteaduras  grietas y aplanado desprendido. Los departamentos con múltiples pérdidas en bienes materiales. Tinacos rotos y fuga de gas por rotura de las salidas del tanque  medianamente controlada. Por el momento desalojado el edificio. Nadie resultó herido hasta el momento.,,
Otro,Grietas,Tulipan y NA,,Xochicalco,287,,,,,,"http://maps.google.com/maps?q=loc:19.3914687,-99.1541317","Xochicalco 287, Narvarte Poniente, 03020 Ciudad de México, CDMX, Mexico",19.3914687,-99.1541317,CDMX,,,BENITO JUÁREZ,"Daños en escaleras, fachada, dentro del departamento, columnas, estacionamiento y sistema de gas entre otros.",,
Departamentos,Derrumbe parcial,Tuxpan y Anahuac,,Manuel Marquez Sterling,34,,,,,,"http://maps.google.com/maps?q=loc:19.4294922,-99.1478193","Manuel Marquez Sterling 34 , Cuahutémoc ,ciudad de mexico",19.4294922000,-99.1478193000,Ciudad de México,,,Cuahutémoc,Grietas en todo el edificio,,
Casa,Derrumbe parcial,Tuxpan y Insurgentes,,Alaska,10,,,,,,"http://maps.google.com/maps?q=loc:19.4017453,-99.1624983","Alaska 10 , Benito juarez ,ciudad de mexico",19.4017453000,-99.1624983000,NA,,,Benito juarez,Por colapsar,,
NA,NA,Tuzamapan y Xicoténcatl,,Cuautotolapan,36,,,,,,"http://maps.google.com/maps?q=loc:18.6501777,-99.1927678","Cuautotolapan 36, Lazaro Cardenas, 62780 Zacatepec, Mor., Mexico",18.6501777000,-99.1927678000,Zacatepec,,,Zacatepec,Grietas en paredes y las escaleras del edificio  tanque de agua cuarteada  puertas descuadra das  roturas de objetos de la casa  vidrios rotos etc.,,
Departamentos,Grietas,Universidad y Batallones rojos,,Tonala y Viaducto,NA,,,,,,"http://maps.google.com/maps?q=loc:19.4090076,-99.1604522","Calle Tonalá 261, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4090076000,-99.1604522000,Cdmx,,,Cuauhtemoc,NA,,
Departamentos,Grietas,Universidad y San Felipe,,Carlos B. Zetina,33,,,,,,"http://maps.google.com/maps?q=loc:19.4102873,-99.1812735","Carlos B. Zetina 33, Hipódromo Condesa, 06170 Ciudad de México, CDMX, Mexico",19.4102873000,-99.1812735000,NA,,,Cuauhtemoc,Grietas en fachadas y departamentos,,
Departamentos,Grietas,Universidad y San Felipe,,Carlos B Zetina,40,,,,,,"http://maps.google.com/maps?q=loc:19.4106797,-99.1813416","Carlos B. Zetina 40, Hipódromo Condesa, 06170 Ciudad de México, CDMX, Mexico",19.4106797000,-99.1813416000,NA,,,Cuahutemoc,"Grietas , derrumbe de acabados, el edificio se golpeó con el edificio vecino En el último nivel. Muros agrietados en el primer nivel.",,
NA,NA,Ures y Toluca,,Av. Baja California,28,,,,,,"http://maps.google.com/maps?q=loc:19.4063323,-99.1569903","Av. Baja California 28, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4063323000,-99.1569903000,México,,,Cuauhtémoc,Grietas en sentido vertical casi a 45° a un lado del acceso principal y en algunas columnas que tengo entendido no son de carga.,,
Casa,Grietas,Uriel Avikes Maya y Porfirio Sosa,,Aguascalientes,12,,,,,,"http://maps.google.com/maps?q=loc:19.4094338,-99.1610574","Calle de Aguascalientes 12, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4094338000,-99.1610574000,NA,,,Cuauhtémoc,Se fracturó todo el edificio,,
Departamentos,Derrumbe total,Va. Emiliano Zapata y Av. Repúblicas,,Calzada San Antonio Abad,66,,,,,,"http://maps.google.com/maps?q=loc:19.4194405,-99.1338357","Calz. San Antonio Abad 66, Tránsito, 06820 Ciudad de México, CDMX, Mexico",19.4194405000,-99.1338357000,Ciudad de México,,,Cuauhtemoc,Daño estructural,,
Casa,Otro,Valentina y NA,,Av. Rio churubusco 353 col. General anaya,5548903529,,,,,,"http://maps.google.com/maps?q=loc:19.3582921,-99.1603142","Av. Río Churubusco 353, Gral Anaya, 03340 Ciudad de México, CDMX, Mexico",19.3582921000,-99.1603142000,NA,,,Benito juarez,Las paredes están cuarteadas y través de carga fracturadas,,
,,vallarta e ignacio ramirez,,,,,,,,,"https://www.google.com.mx/maps/place/Ignacio+Ram%C3%ADrez+%26+Priv.+Vallarta,+Tabacalera,+06030+Ciudad+de+M%C3%A9xico,+CDMX/@19.4347052,-99.1567542,17z/data=!3m1!4b1!4m5!3m4!1s0x85d1f8d2fa95abbf:0xbbb11b056d2f5f38!8m2!3d19.4347052!4d-99.1545655?hl=es-419",,19.4347052000,-99.1567542000,,,,,,,
NA,NA,Valle de sagitario y valle de los aztecas,,Av. Valle de México,Mz. 2 Lt. 19 Col. Fuentes de Aragon,,,,,,"http://maps.google.com/maps?q=loc:19.5145644,-99.0279726","Valle de Janitzio 2, Fuentes de Aragón, Ecatepec de Morelos, Méx., Mexico",19.5145644000,-99.0279726000,Estado de México,,,Ecatepec de Morelos,Detectamos una grieta que nos permite ver hacia el otro lado de la casa. Además de observar un desplazamiento considerable en una pared. El inmueble es un edificio de 3 departamentos  uno por nivel.,,
NA,NA,Valle perdido y valle garona,,Valle del segre,S/n,,,,,,"http://maps.google.com/maps?q=loc:19.4989256,-99.0466071","Valle del Segre, Valle de Aragon 3ra Secc, 55280 Ecatepec de Morelos, Méx., Mexico",19.4989256000,-99.0466071000,Valle de Aragón,,,Ecatepec,Barda perimetral con daño sebero  fisuras en muros divisirios,,
NA,NA,Vallejo y seris,,Circuito interior  s/n. Hospital la Raza,Sn,,,,,,"http://maps.google.com/maps?q=loc:19.4652649,-99.144142","Calzada Vallejo Y Paseo de Las Jacarandas S/N, La Raza, 02990 Ciudad de México, CDMX, Mexico",19.4652649000,-99.1441420000,Ciudad de mexico,,,Azcapotzalco,Hospital especialidades  general  gineco y consulta externa con daños en estructura interna,,
NA,NA,Varsovia y Praga,,Londres,210,,,,,,"http://maps.google.com/maps?q=loc:19.4234743,-99.1679347","Londres 210, Juárez, 06600 Juárez, CDMX, Mexico",19.4234743000,-99.1679347000,Ciudad de México,,,Cuauhtémoc,Vidrios rotos  azulejos despegados y grietas,,
Otro,Derrumbe parcial,Vasco de gamma y San Juan de dios,,Avenida 609,91,,,,,,"http://maps.google.com/maps?q=loc:19.45192,-99.0686756","Av. 609 91, San Juan de Aragón III Secc, 07970 Ciudad de México, CDMX, Mexico",19.4519200000,-99.0686756000,NA,,,Gustavo A. Madero,"Grietas en fachada, un cuarto y el baño con afectaciones medias.",,
NA,NA,Vasconcelos y Tagle,,Gobernador José María Tornel,3,,,,,,"http://maps.google.com/maps?q=loc:19.411529,-99.1827839","Gobernador José María Tornel 3, San Miguel Chapultepec II Secc, 11850 Ciudad de México, CDMX, Mexico",19.4115290000,-99.1827839000,CDMX,,,Miguel Hidalgo,Grietas en edificio y departamentos,,
Oficinas,Grietas,Vazco de quiroga y Paseo de tabachines,,Golfo de Gabes,51,,,,,,"http://maps.google.com/maps?q=loc:19.455423,-99.18644","Golfo Gabes 51, Tacuba, 11410 Ciudad de México, CDMX, Mexico",19.4554230000,-99.1864400000,NA,,,Miguel Hidalgo,Muy mal no nos dejan habitar lo por seguridad tenemos miedo que se derrumbe totalmente ayúdenos por favor es nuestro patrimonio gracias,,
NA,posible inclinacion,VELEZ Y BARRAGAN,,DR NORMA,21,,,,,,"http://maps.google.com/maps?q=loc:19.4099113,-99.1454355","Dr Rafael Norma 21, Doctores, 06720 Ciudad de México, CDMX, Mexico",19.4099113000,-99.1454355000,CIUDAD DE EMXICO,,,CUAUHTEMOC,SE OTO ENTRE VECINOS POSIBLE INCLINACION EN EL EDIFICIO  SOLICITAMOS DE LA MANERA MAS ATENTA NOS SEA ENVIADO ALGUN ESPECIALISTA PARA DETERMINAR  SI HAY O NO POSIBLES RIESGOS  SERVIDOR DAVID ALFARO  TELEFONO 5516261363,,
Casa,Derrumbe parcial,Venustiano carranza y Huanacastle,,10 de August de 1860,69,,,,,,"http://maps.google.com/maps?q=loc:19.3744075,-99.0713212","10 de Agosto de 1860 69, Leyes de Reforma 3ra Secc, Ciudad de México, CDMX, Mexico",19.3744075000,-99.0713212000,NA,,,Iztapalapa,Cuarteaduras en la planta alta de mi casa,,
Casa,Grietas,Vergel y Cientificos,,Otilio Montaño,105,,,,,,"http://maps.google.com/maps?q=loc:19.3116942,-99.2271845","Altavista 105, Heroes de Padierna, 10700 Ciudad de México, CDMX, Mexico",19.3116942000,-99.2271845000,Cuernavaca,,,Altavista,Grietas fuertes en muros estructurales,,
NA,NA,Vertiz,,Miguel Laurent,1302- 402,,,,,,"http://maps.google.com/maps?q=loc:19.3736664,-99.1540936","Calle Miguel Laurent 1302, Letran Valle, 03650 Ciudad de México, CDMX, Mexico",19.3736664000,-99.1540936000,Mexico,,,Benito Juárez,Grietas en muros  y paredes,,
NA,NA,Vértiz y Viaducto,,Av. Viaducto Miguel Alemán,157,,,,,,"http://maps.google.com/maps?q=loc:19.4042201,-99.1515173","Viad. Pdte. Miguel Aleman 157, Buenos Aires, 06780 Ciudad de México, CDMX, Mexico",19.4042201000,-99.1515173000,CDMX,,,Cuauhtémoc,Grietas a 45°,,
,daño mayor,Viaducto,Viaducto ,EJE 2 y MONTERREY,,,,,,,C,,,,,,"Necesitan agua, cubetas y manos para mover escombros.",,,,
NA,NA,Viaducto tlalpan y antiguo camino a San Pedro mártir,,Reforma agraria,4,,,,,,"http://maps.google.com/maps?q=loc:19.2786316,-99.1639968","Reforma agraria 4 , Tlalpan ,ciudad de mexico",19.2786316000,-99.1639968000,Ciudad de mexico,,,Tlalpan,Hay grietas por todos los departamentos es un edificio de 5 pisos,,
Casa,Grietas,Viaducto y Amores,,2da sección de Izapa,NA,,,,,,,"2da sección de Izapa   , 2da sección de izapa ,ciudad de mexico",,,NA,,,2da sección de izapa,Grietas en columnas riesgo de colapsar,,
NA,NA,Viaducto y Av Morelos,,Francisco del Paso y Troncoso,628 Edificio D Depto 14,,,,,,"http://maps.google.com/maps?q=loc:19.4065788,-99.1128413","Francisco del Paso Y Troncoso 628, Viaducto Troncoso, Jardín Balbuena, 15900 Ciudad de México, CDMX, Mexico",19.4065788000,-99.1128413000,Ciudad de México,,,Venustiano Carranza,Grietas en muros  Unidad Habitacional 45 años de antigüedad aprox.,,
NA,NA,Viaducto y Bajio,,Medellín,361  Depto. 16,,,,,,"http://maps.google.com/maps?q=loc:19.4028194,-99.1625841","Medellín 361, Roma Sur, 06760 Ciudad de México, CDMX, Mexico",19.4028194000,-99.1625841000,Ciudad de México,,,Cuauhtémoc,Muchas grietas y conforme pasan los camiones truena el edificio.,,
Departamentos,Derrumbe parcial,Viaducto y NA,,Av sta ana,NA,,,,,,"http://maps.google.com/maps?q=loc:19.3292159,-99.1222636","Av sta ana   , Coyoacan ,ciudad de mexico",19.3292159000,-99.1222636000,Cdmx,,,Coyoacan,Colapso el piso inferior del negocio,,
Casa,Grietas,viaducto y obrero mundial,,Aconchi,71,,,,,,"http://maps.google.com/maps?q=loc:19.411795,-99.1161508","Aconchi 71 , Venustiano Carranza ,ciudad de mexico",19.4117950000,-99.1161508000,Ciudad de México,,,Venustiano Carranza,Grietas,,
NA,NA,Viaducto y Obrero Mundial,,Xochicalco,52,,,,,,"http://maps.google.com/maps?q=loc:19.4023065,-99.1530707","Xochicalco 52, Piedad Narvarte, 03000 Ciudad de México, CDMX, Mexico",19.4023065000,-99.1530707000,CDMX,,,Benito Juárez,Fachada caída. Todos los aplanados del edificio dañados. Los primeros 3 pisos son los más afectados. Estacionamiento con fugas de agua. Olor a gas.,,
NA,NA,viaducto y obrero mundial,,anaxagoras,16,,,,,,"http://maps.google.com/maps?q=loc:19.4034016,-99.1562607","Anaxágoras 16, Piedad Narvarte, 03000 Ciudad de México, CDMX, Mexico",19.4034016000,-99.1562607000,CDMX,,,Benito Juarea,Grietas en muros  y hundimiento de una esquina  esta al lado de una torre de oficinas del isste el cual tambien esta dañado,,
Departamentos,Grietas,Vialidad de la barranca y Hospital Ángeles,,juventino rosas,11,,,,,,"http://maps.google.com/maps?q=loc:19.4577019,-99.1297098","Juventino Rosas 11, Peralvillo, 06220 Ciudad de México, CDMX, Mexico",19.4577019000,-99.1297098000,colonia Peralvillo,,,cuauhtémoc,"El edificio es muy antiguo por lo cual en los últimos sismos a tenido muchas grietas y en esta ocasión las grietas aumentaron y está a punto de irse de lado hacia el otro edificio por eso el riesgo es más grande. Necesitamos que vengan lo más pronto posible ya que habitan niños, personas discapacitadas y adultos mayores",,
Departamentos,Grietas,Vicente Guerrero y Guadalupe Victoria,,Pico de Verapaz,449,,,,,,"http://maps.google.com/maps?q=loc:19.30365,-99.202833","Pico de Verapaz 449, Jardines en la Montaña, 14210 Ciudad de México, CDMX, Mexico",19.30365,-99.202833,México D.f. 14210,,,Tlalpan,Muchas grietas dentro de los 22 departamentos,,
NA,NA,Victor Hugo y bismark,,Calzada de tlalpan,550,,,,,,"http://maps.google.com/maps?q=loc:19.3980853,-99.1369766","Calz. de Tlalpan 550, Álamos, 03510 Ciudad de México, CDMX, Mexico",19.3980853000,-99.1369766000,Cdmx,,,Benito Juárez,Conjunto condominal de 4 edificios de 16 pisos grietas enormes en los interiores,,
